"season","mode","route_or_line","daytype","direction","timeperiod_id","avg_weekday","precision","source"
"Fall 2019","Bus","9","Weekday",0,8,"14.8800000000","High","APC Composite Day"
"Fall 2019","Bus","9","Weekday",0,5,"1261.6800000000","High","APC Composite Day"
"Fall 2019","Bus","9","Weekday",0,0,"10.9000000000","High","APC Composite Day"
"Fall 2019","Bus","9","Weekday",1,2,"1528.6000000000","High","APC Composite Day"
"Fall 2019","Bus","9","Weekday",1,1,"281.4000000000","High","APC Composite Day"
"Fall 2019","Bus","9","Weekday",1,6,"190.8000000000","High","APC Composite Day"
"Fall 2019","Bus","9","Weekday",1,7,"35.0000000000","High","APC Composite Day"
"Fall 2019","Bus","9","Weekday",1,3,"421.9500000000","High","APC Composite Day"
"Fall 2019","Bus","9","Weekday",1,4,"349.1400000000","High","APC Composite Day"
"Fall 2019","Bus","9","Weekday",1,8,"6.2000000000","High","APC Composite Day"
"Fall 2019","Bus","9","Weekday",1,5,"412.1600000000","High","APC Composite Day"
"Fall 2019","Bus","9","Weekday",1,0,"89.4000000000","High","APC Composite Day"
"Fall 2019","Bus","10","Weekday",0,2,"288.3600000000","High","APC Composite Day"
"Fall 2019","Bus","10","Weekday",0,1,"131.7000000000","High","APC Composite Day"
"Fall 2019","Bus","10","Weekday",0,6,"135.7600000000","High","APC Composite Day"
"Fall 2019","Bus","10","Weekday",0,7,"14.6000000000","High","APC Composite Day"
"Fall 2019","Bus","10","Weekday",0,3,"260.6100000000","High","APC Composite Day"
"Fall 2019","Bus","10","Weekday",0,4,"298.8000000000","High","APC Composite Day"
"Fall 2019","Bus","10","Weekday",0,8,"5.9000000000","High","APC Composite Day"
"Fall 2019","Bus","10","Weekday",0,5,"273.4800000000","High","APC Composite Day"
"Fall 2019","Bus","10","Weekday",0,0,"13.1000000000","High","APC Composite Day"
"Fall 2019","Bus","10","Weekday",1,2,"265.9200000000","High","APC Composite Day"
"Fall 2019","Bus","10","Weekday",1,1,"127.8900000000","High","APC Composite Day"
"Fall 2019","Bus","10","Weekday",1,6,"117.9200000000","High","APC Composite Day"
"Fall 2019","Bus","10","Weekday",1,7,"13.5000000000","High","APC Composite Day"
"Fall 2019","Bus","10","Weekday",1,3,"293.8600000000","High","APC Composite Day"
"Fall 2019","Bus","10","Weekday",1,4,"280.7000000000","High","APC Composite Day"
"Fall 2019","Bus","10","Weekday",1,8,"2.2000000000","High","APC Composite Day"
"Fall 2019","Bus","10","Weekday",1,5,"258.0600000000","High","APC Composite Day"
"Fall 2019","Bus","10","Weekday",1,0,"53.7000000000","High","APC Composite Day"
"Fall 2019","Bus","11","Weekday",0,2,"102.6000000000","High","APC Composite Day"
"Fall 2019","Bus","11","Weekday",0,1,"25.1600000000","High","APC Composite Day"
"Fall 2019","Bus","11","Weekday",0,6,"202.7000000000","High","APC Composite Day"
"Fall 2019","Bus","11","Weekday",0,7,"18.2000000000","High","APC Composite Day"
"Fall 2019","Bus","11","Weekday",0,3,"122.7200000000","High","APC Composite Day"
"Fall 2019","Bus","11","Weekday",0,4,"164.4300000000","High","APC Composite Day"
"Fall 2019","Bus","11","Weekday",0,8,"6.4000000000","High","APC Composite Day"
"Fall 2019","Bus","11","Weekday",0,5,"383.5200000000","High","APC Composite Day"
"Fall 2019","Bus","11","Weekday",0,0,"4.1000000000","High","APC Composite Day"
"Fall 2019","Bus","11","Weekday",1,2,"921.6900000000","High","APC Composite Day"
"Fall 2019","Bus","11","Weekday",1,1,"204.7200000000","High","APC Composite Day"
"Fall 2019","Bus","11","Weekday",1,6,"60.4000000000","High","APC Composite Day"
"Fall 2019","Bus","11","Weekday",1,7,"8.2000000000","High","APC Composite Day"
"Fall 2019","Bus","11","Weekday",1,3,"280.9400000000","High","APC Composite Day"
"Fall 2019","Bus","11","Weekday",1,4,"260.4800000000","High","APC Composite Day"
"Fall 2019","Bus","11","Weekday",1,8,"0.7000000000","High","APC Composite Day"
"Fall 2019","Bus","11","Weekday",1,5,"181.5600000000","High","APC Composite Day"
"Fall 2019","Bus","11","Weekday",1,0,"65.1300000000","High","APC Composite Day"
"Fall 2019","Bus","14","Weekday",0,2,"65.8000000000","High","APC Composite Day"
"Fall 2019","Bus","14","Weekday",0,1,"98.3000000000","High","APC Composite Day"
"Fall 2019","Bus","14","Weekday",0,6,"23.7000000000","High","APC Composite Day"
"Fall 2019","Bus","14","Weekday",0,3,"131.3600000000","High","APC Composite Day"
"Fall 2019","Bus","14","Weekday",0,4,"144.5700000000","High","APC Composite Day"
"Fall 2019","Bus","14","Weekday",0,5,"164.5200000000","High","APC Composite Day"
"Fall 2019","Bus","14","Weekday",0,0,"10.5000000000","High","APC Composite Day"
"Fall 2019","Bus","14","Weekday",1,2,"120.4500000000","High","APC Composite Day"
"Fall 2019","Bus","14","Weekday",1,1,"98.8000000000","High","APC Composite Day"
"Fall 2019","Bus","14","Weekday",1,6,"14.1000000000","High","APC Composite Day"
"Fall 2019","Bus","14","Weekday",1,3,"126.6800000000","High","APC Composite Day"
"Fall 2019","Bus","14","Weekday",1,4,"196.8800000000","High","APC Composite Day"
"Fall 2019","Bus","14","Weekday",1,5,"102.1500000000","High","APC Composite Day"
"Fall 2019","Bus","15","Weekday",0,2,"224.7000000000","High","APC Composite Day"
"Fall 2019","Bus","15","Weekday",0,1,"78.1200000000","High","APC Composite Day"
"Fall 2019","Bus","15","Weekday",0,6,"441.6400000000","High","APC Composite Day"
"Fall 2019","Bus","15","Weekday",0,7,"180.0600000000","High","APC Composite Day"
"Fall 2019","Bus","15","Weekday",0,3,"516.2000000000","High","APC Composite Day"
"Fall 2019","Bus","15","Weekday",0,4,"837.8900000000","High","APC Composite Day"
"Fall 2019","Bus","15","Weekday",0,8,"60.0800000000","High","APC Composite Day"
"Fall 2019","Bus","15","Weekday",0,5,"621.4500000000","High","APC Composite Day"
"Fall 2019","Bus","15","Weekday",0,0,"13.8000000000","High","APC Composite Day"
"Fall 2019","Bus","15","Weekday",1,2,"579.0400000000","High","APC Composite Day"
"Fall 2019","Bus","15","Weekday",1,1,"513.3400000000","High","APC Composite Day"
"Fall 2019","Bus","15","Weekday",1,6,"256.3200000000","High","APC Composite Day"
"Fall 2019","Bus","15","Weekday",1,7,"92.4600000000","High","APC Composite Day"
"Fall 2019","Bus","15","Weekday",1,3,"637.8700000000","High","APC Composite Day"
"Fall 2019","Bus","15","Weekday",1,4,"440.9000000000","High","APC Composite Day"
"Fall 2019","Bus","15","Weekday",1,8,"15.5000000000","High","APC Composite Day"
"Fall 2019","Bus","15","Weekday",1,5,"352.1600000000","High","APC Composite Day"
"Fall 2019","Bus","15","Weekday",1,0,"111.9200000000","High","APC Composite Day"
"Fall 2019","Bus","16","Weekday",0,2,"511.2600000000","High","APC Composite Day"
"Fall 2019","Bus","16","Weekday",0,1,"298.9900000000","High","APC Composite Day"
"Fall 2019","Bus","16","Weekday",0,6,"291.0400000000","High","APC Composite Day"
"Fall 2019","Bus","16","Weekday",0,7,"107.9500000000","High","APC Composite Day"
"Fall 2019","Bus","16","Weekday",0,3,"510.7100000000","High","APC Composite Day"
"Fall 2019","Bus","16","Weekday",0,4,"749.9900000000","High","APC Composite Day"
"Fall 2019","Bus","16","Weekday",0,8,"20.3000000000","High","APC Composite Day"
"Fall 2019","Bus","16","Weekday",0,5,"488.9000000000","High","APC Composite Day"
"Fall 2019","Bus","16","Weekday",0,0,"128.5000000000","High","APC Composite Day"
"Fall 2019","Bus","16","Weekday",1,2,"390.5800000000","High","APC Composite Day"
"Fall 2019","Bus","16","Weekday",1,1,"303.5700000000","High","APC Composite Day"
"Fall 2019","Bus","16","Weekday",1,6,"274.5600000000","High","APC Composite Day"
"Fall 2019","Bus","16","Weekday",1,7,"65.7700000000","High","APC Composite Day"
"Fall 2019","Bus","16","Weekday",1,3,"541.2200000000","High","APC Composite Day"
"Fall 2019","Bus","16","Weekday",1,4,"522.7000000000","High","APC Composite Day"
"Fall 2019","Bus","16","Weekday",1,8,"20.0700000000","High","APC Composite Day"
"Fall 2019","Bus","16","Weekday",1,5,"443.2000000000","High","APC Composite Day"
"Fall 2019","Bus","16","Weekday",1,0,"119.5000000000","High","APC Composite Day"
"Fall 2019","Bus","17","Weekday",0,2,"172.2000000000","High","APC Composite Day"
"Fall 2019","Bus","17","Weekday",0,1,"99.1500000000","High","APC Composite Day"
"Fall 2019","Bus","17","Weekday",0,6,"120.0000000000","High","APC Composite Day"
"Fall 2019","Bus","17","Weekday",0,3,"224.1000000000","High","APC Composite Day"
"Fall 2019","Bus","17","Weekday",0,4,"355.0500000000","High","APC Composite Day"
"Fall 2019","Bus","17","Weekday",0,5,"365.5200000000","High","APC Composite Day"
"Fall 2019","Bus","17","Weekday",0,0,"44.5200000000","High","APC Composite Day"
"Fall 2019","Bus","17","Weekday",1,2,"204.2000000000","High","APC Composite Day"
"Fall 2019","Bus","17","Weekday",1,1,"214.6000000000","High","APC Composite Day"
"Fall 2019","Bus","17","Weekday",1,6,"71.0400000000","High","APC Composite Day"
"Fall 2019","Bus","17","Weekday",1,7,"10.3000000000","High","APC Composite Day"
"Fall 2019","Bus","17","Weekday",1,3,"320.7000000000","High","APC Composite Day"
"Fall 2019","Bus","17","Weekday",1,4,"292.2400000000","High","APC Composite Day"
"Fall 2019","Bus","17","Weekday",1,5,"234.9200000000","High","APC Composite Day"
"Fall 2019","Bus","17","Weekday",1,0,"85.2300000000","High","APC Composite Day"
"Fall 2019","Bus","18","Weekday",0,2,"33.5400000000","High","APC Composite Day"
"Fall 2019","Bus","18","Weekday",0,1,"25.6000000000","High","APC Composite Day"
"Fall 2019","Bus","18","Weekday",0,3,"64.9000000000","High","APC Composite Day"
"Fall 2019","Bus","18","Weekday",0,4,"34.8000000000","High","APC Composite Day"
"Fall 2019","Bus","18","Weekday",0,5,"61.4400000000","High","APC Composite Day"
"Fall 2019","Bus","18","Weekday",1,2,"51.6000000000","High","APC Composite Day"
"Fall 2019","Bus","18","Weekday",1,1,"11.9000000000","High","APC Composite Day"
"Fall 2019","Bus","18","Weekday",1,6,"6.8000000000","High","APC Composite Day"
"Fall 2019","Bus","18","Weekday",1,3,"52.2800000000","High","APC Composite Day"
"Fall 2019","Bus","18","Weekday",1,4,"29.8800000000","High","APC Composite Day"
"Fall 2019","Bus","18","Weekday",1,5,"27.9000000000","High","APC Composite Day"
"Fall 2019","Bus","19","Weekday",0,2,"272.0200000000","High","APC Composite Day"
"Fall 2019","Bus","19","Weekday",0,1,"177.7000000000","High","APC Composite Day"
"Fall 2019","Bus","19","Weekday",0,6,"62.5000000000","High","APC Composite Day"
"Fall 2019","Bus","19","Weekday",0,3,"138.6800000000","High","APC Composite Day"
"Fall 2019","Bus","19","Weekday",0,4,"635.6300000000","High","APC Composite Day"
"Fall 2019","Bus","19","Weekday",0,5,"351.3000000000","High","APC Composite Day"
"Fall 2019","Bus","19","Weekday",1,2,"467.4800000000","High","APC Composite Day"
"Fall 2019","Bus","19","Weekday",1,1,"408.5000000000","High","APC Composite Day"
"Fall 2019","Bus","19","Weekday",1,6,"16.8000000000","High","APC Composite Day"
"Fall 2019","Bus","19","Weekday",1,3,"165.8000000000","High","APC Composite Day"
"Fall 2019","Bus","19","Weekday",1,4,"247.5600000000","High","APC Composite Day"
"Fall 2019","Bus","19","Weekday",1,5,"246.7000000000","High","APC Composite Day"
"Fall 2019","Bus","19","Weekday",1,0,"55.3000000000","High","APC Composite Day"
"Fall 2019","Bus","21","Weekday",0,2,"414.5400000000","High","APC Composite Day"
"Fall 2019","Bus","21","Weekday",0,1,"203.8000000000","High","APC Composite Day"
"Fall 2019","Bus","21","Weekday",0,6,"232.7200000000","High","APC Composite Day"
"Fall 2019","Bus","21","Weekday",0,7,"48.0000000000","High","APC Composite Day"
"Fall 2019","Bus","21","Weekday",0,3,"393.1200000000","High","APC Composite Day"
"Fall 2019","Bus","21","Weekday",0,4,"540.6100000000","High","APC Composite Day"
"Fall 2019","Bus","21","Weekday",0,8,"10.3000000000","High","APC Composite Day"
"Fall 2019","Bus","21","Weekday",0,5,"548.0800000000","High","APC Composite Day"
"Fall 2019","Bus","21","Weekday",0,0,"82.9800000000","High","APC Composite Day"
"Fall 2019","Bus","21","Weekday",1,2,"430.0000000000","High","APC Composite Day"
"Fall 2019","Bus","21","Weekday",1,1,"280.2200000000","High","APC Composite Day"
"Fall 2019","Bus","21","Weekday",1,6,"188.7200000000","High","APC Composite Day"
"Fall 2019","Bus","21","Weekday",1,7,"54.0000000000","High","APC Composite Day"
"Fall 2019","Bus","21","Weekday",1,3,"442.0800000000","High","APC Composite Day"
"Fall 2019","Bus","21","Weekday",1,4,"459.7200000000","High","APC Composite Day"
"Fall 2019","Bus","21","Weekday",1,8,"10.6000000000","High","APC Composite Day"
"Fall 2019","Bus","21","Weekday",1,5,"433.4400000000","High","APC Composite Day"
"Fall 2019","Bus","21","Weekday",1,0,"118.1700000000","High","APC Composite Day"
"Fall 2019","Bus","22","Weekday",0,2,"462.4800000000","High","APC Composite Day"
"Fall 2019","Bus","22","Weekday",0,1,"282.8400000000","High","APC Composite Day"
"Fall 2019","Bus","22","Weekday",0,6,"551.4600000000","High","APC Composite Day"
"Fall 2019","Bus","22","Weekday",0,7,"164.7000000000","High","APC Composite Day"
"Fall 2019","Bus","22","Weekday",0,3,"833.8000000000","High","APC Composite Day"
"Fall 2019","Bus","22","Weekday",0,4,"922.0600000000","High","APC Composite Day"
"Fall 2019","Bus","22","Weekday",0,8,"43.5600000000","High","APC Composite Day"
"Fall 2019","Bus","22","Weekday",0,5,"937.9200000000","High","APC Composite Day"
"Fall 2019","Bus","22","Weekday",0,0,"101.1900000000","High","APC Composite Day"
"Fall 2019","Bus","22","Weekday",1,2,"658.3200000000","High","APC Composite Day"
"Fall 2019","Bus","22","Weekday",1,1,"458.2400000000","High","APC Composite Day"
"Fall 2019","Bus","22","Weekday",1,6,"394.2900000000","High","APC Composite Day"
"Fall 2019","Bus","22","Weekday",1,7,"115.0100000000","High","APC Composite Day"
"Fall 2019","Bus","22","Weekday",1,3,"898.8900000000","High","APC Composite Day"
"Fall 2019","Bus","22","Weekday",1,4,"629.3000000000","High","APC Composite Day"
"Fall 2019","Bus","22","Weekday",1,8,"22.5900000000","High","APC Composite Day"
"Fall 2019","Bus","22","Weekday",1,5,"740.3200000000","High","APC Composite Day"
"Fall 2019","Bus","22","Weekday",1,0,"198.2000000000","High","APC Composite Day"
"Fall 2019","Bus","23","Weekday",0,2,"693.6000000000","High","APC Composite Day"
"Fall 2019","Bus","23","Weekday",0,1,"491.1300000000","High","APC Composite Day"
"Fall 2019","Bus","23","Weekday",0,6,"671.6800000000","High","APC Composite Day"
"Fall 2019","Bus","23","Weekday",0,7,"219.9400000000","High","APC Composite Day"
"Fall 2019","Bus","23","Weekday",0,3,"1119.6000000000","High","APC Composite Day"
"Fall 2019","Bus","23","Weekday",0,4,"1394.7600000000","High","APC Composite Day"
"Fall 2019","Bus","23","Weekday",0,8,"56.5600000000","High","APC Composite Day"
"Fall 2019","Bus","23","Weekday",0,5,"1040.4000000000","High","APC Composite Day"
"Fall 2019","Bus","23","Weekday",0,0,"137.6400000000","High","APC Composite Day"
"Fall 2019","Bus","23","Weekday",1,2,"967.8100000000","High","APC Composite Day"
"Fall 2019","Bus","23","Weekday",1,1,"660.4800000000","High","APC Composite Day"
"Fall 2019","Bus","23","Weekday",1,6,"457.6000000000","High","APC Composite Day"
"Fall 2019","Bus","23","Weekday",1,7,"120.9600000000","High","APC Composite Day"
"Fall 2019","Bus","23","Weekday",1,3,"1367.8600000000","High","APC Composite Day"
"Fall 2019","Bus","23","Weekday",1,4,"1089.3600000000","High","APC Composite Day"
"Fall 2019","Bus","23","Weekday",1,8,"32.8000000000","High","APC Composite Day"
"Fall 2019","Bus","23","Weekday",1,5,"837.1200000000","High","APC Composite Day"
"Fall 2019","Bus","23","Weekday",1,0,"279.7200000000","High","APC Composite Day"
"Fall 2019","Bus","24","Weekday",0,2,"180.8000000000","High","APC Composite Day"
"Fall 2019","Bus","24","Weekday",0,1,"117.6400000000","High","APC Composite Day"
"Fall 2019","Bus","24","Weekday",0,6,"140.3100000000","High","APC Composite Day"
"Fall 2019","Bus","24","Weekday",0,7,"40.5000000000","High","APC Composite Day"
"Fall 2019","Bus","24","Weekday",0,3,"106.2000000000","High","APC Composite Day"
"Fall 2019","Bus","24","Weekday",0,4,"164.2000000000","High","APC Composite Day"
"Fall 2019","Bus","24","Weekday",0,8,"19.8000000000","High","APC Composite Day"
"Fall 2019","Bus","24","Weekday",0,5,"187.9000000000","High","APC Composite Day"
"Fall 2019","Bus","24","Weekday",0,0,"11.3000000000","High","APC Composite Day"
"Fall 2019","Bus","24","Weekday",1,2,"115.2000000000","High","APC Composite Day"
"Fall 2019","Bus","24","Weekday",1,1,"88.9200000000","High","APC Composite Day"
"Fall 2019","Bus","24","Weekday",1,6,"68.2700000000","High","APC Composite Day"
"Fall 2019","Bus","24","Weekday",1,7,"12.6000000000","High","APC Composite Day"
"Fall 2019","Bus","24","Weekday",1,3,"107.5200000000","High","APC Composite Day"
"Fall 2019","Bus","24","Weekday",1,4,"153.4800000000","High","APC Composite Day"
"Fall 2019","Bus","24","Weekday",1,8,"2.4000000000","High","APC Composite Day"
"Fall 2019","Bus","24","Weekday",1,5,"110.2000000000","High","APC Composite Day"
"Fall 2019","Bus","24","Weekday",1,0,"34.9000000000","High","APC Composite Day"
"Fall 2019","Bus","26","Weekday",0,2,"115.6400000000","High","APC Composite Day"
"Fall 2019","Bus","26","Weekday",0,1,"82.4000000000","High","APC Composite Day"
"Fall 2019","Bus","26","Weekday",0,6,"39.6900000000","High","APC Composite Day"
"Fall 2019","Bus","26","Weekday",0,7,"6.5000000000","High","APC Composite Day"
"Fall 2019","Bus","26","Weekday",0,3,"67.4700000000","High","APC Composite Day"
"Fall 2019","Bus","26","Weekday",0,4,"70.0600000000","High","APC Composite Day"
"Fall 2019","Bus","26","Weekday",0,8,"6.0000000000","High","APC Composite Day"
"Fall 2019","Bus","26","Weekday",0,5,"55.8000000000","High","APC Composite Day"
"Fall 2019","Bus","26","Weekday",0,0,"21.8700000000","High","APC Composite Day"
"Fall 2019","Bus","26","Weekday",1,2,"182.1600000000","High","APC Composite Day"
"Fall 2019","Bus","26","Weekday",1,1,"47.3000000000","High","APC Composite Day"
"Fall 2019","Bus","26","Weekday",1,6,"106.9600000000","High","APC Composite Day"
"Fall 2019","Bus","26","Weekday",1,7,"24.7000000000","High","APC Composite Day"
"Fall 2019","Bus","26","Weekday",1,3,"136.9300000000","High","APC Composite Day"
"Fall 2019","Bus","26","Weekday",1,4,"197.0200000000","High","APC Composite Day"
"Fall 2019","Bus","26","Weekday",1,8,"1.5000000000","High","APC Composite Day"
"Fall 2019","Bus","26","Weekday",1,5,"222.9000000000","High","APC Composite Day"
"Fall 2019","Bus","26","Weekday",1,0,"38.7300000000","High","APC Composite Day"
"Fall 2019","Bus","27","Weekday",0,2,"73.5200000000","High","APC Composite Day"
"Fall 2019","Bus","27","Weekday",0,1,"28.5000000000","High","APC Composite Day"
"Fall 2019","Bus","27","Weekday",0,6,"14.2000000000","High","APC Composite Day"
"Fall 2019","Bus","27","Weekday",0,3,"86.7200000000","High","APC Composite Day"
"Fall 2019","Bus","27","Weekday",0,4,"55.9200000000","High","APC Composite Day"
"Fall 2019","Bus","27","Weekday",0,5,"65.0000000000","High","APC Composite Day"
"Fall 2019","Bus","27","Weekday",0,0,"7.5000000000","High","APC Composite Day"
"Fall 2019","Bus","27","Weekday",1,2,"64.9600000000","High","APC Composite Day"
"Fall 2019","Bus","27","Weekday",1,1,"19.0000000000","High","APC Composite Day"
"Fall 2019","Bus","27","Weekday",1,6,"17.2000000000","High","APC Composite Day"
"Fall 2019","Bus","27","Weekday",1,3,"97.2000000000","High","APC Composite Day"
"Fall 2019","Bus","27","Weekday",1,4,"68.5500000000","High","APC Composite Day"
"Fall 2019","Bus","27","Weekday",1,5,"50.7200000000","High","APC Composite Day"
"Fall 2019","Bus","27","Weekday",1,0,"40.2000000000","High","APC Composite Day"
"Fall 2019","Bus","28","Weekday",0,2,"507.5200000000","High","APC Composite Day"
"Fall 2019","Bus","28","Weekday",0,1,"367.5600000000","High","APC Composite Day"
"Fall 2019","Bus","28","Weekday",0,6,"731.3600000000","High","APC Composite Day"
"Fall 2019","Bus","28","Weekday",0,7,"219.1800000000","High","APC Composite Day"
"Fall 2019","Bus","28","Weekday",0,3,"1412.8400000000","High","APC Composite Day"
"Fall 2019","Bus","28","Weekday",0,4,"1375.0000000000","High","APC Composite Day"
"Fall 2019","Bus","28","Weekday",0,8,"78.0400000000","High","APC Composite Day"
"Fall 2019","Bus","28","Weekday",0,5,"1077.8300000000","High","APC Composite Day"
"Fall 2019","Bus","28","Weekday",0,0,"61.8000000000","High","APC Composite Day"
"Fall 2019","Bus","28","Weekday",1,2,"952.3800000000","High","APC Composite Day"
"Fall 2019","Bus","28","Weekday",1,1,"493.0200000000","High","APC Composite Day"
"Fall 2019","Bus","28","Weekday",1,6,"465.9200000000","High","APC Composite Day"
"Fall 2019","Bus","28","Weekday",1,7,"104.6400000000","High","APC Composite Day"
"Fall 2019","Bus","28","Weekday",1,3,"1682.4600000000","High","APC Composite Day"
"Fall 2019","Bus","28","Weekday",1,4,"1063.6000000000","High","APC Composite Day"
"Fall 2019","Bus","28","Weekday",1,8,"37.8400000000","High","APC Composite Day"
"Fall 2019","Bus","28","Weekday",1,5,"836.6400000000","High","APC Composite Day"
"Fall 2019","Bus","28","Weekday",1,0,"290.3600000000","High","APC Composite Day"
"Fall 2019","Bus","29","Weekday",0,2,"129.4600000000","High","APC Composite Day"
"Fall 2019","Bus","29","Weekday",0,1,"77.9400000000","High","APC Composite Day"
"Fall 2019","Bus","29","Weekday",0,6,"136.9400000000","High","APC Composite Day"
"Fall 2019","Bus","29","Weekday",0,7,"81.9600000000","High","APC Composite Day"
"Fall 2019","Bus","29","Weekday",0,3,"94.2800000000","High","APC Composite Day"
"Fall 2019","Bus","29","Weekday",0,4,"168.9400000000","High","APC Composite Day"
"Fall 2019","Bus","29","Weekday",0,8,"17.7000000000","High","APC Composite Day"
"Fall 2019","Bus","29","Weekday",0,5,"354.9000000000","High","APC Composite Day"
"Fall 2019","Bus","29","Weekday",1,2,"264.8000000000","High","APC Composite Day"
"Fall 2019","Bus","29","Weekday",1,1,"117.5700000000","High","APC Composite Day"
"Fall 2019","Bus","29","Weekday",1,6,"80.8600000000","High","APC Composite Day"
"Fall 2019","Bus","29","Weekday",1,7,"35.9200000000","High","APC Composite Day"
"Fall 2019","Bus","29","Weekday",1,3,"106.9500000000","High","APC Composite Day"
"Fall 2019","Bus","29","Weekday",1,4,"145.8700000000","High","APC Composite Day"
"Fall 2019","Bus","29","Weekday",1,8,"3.9000000000","High","APC Composite Day"
"Fall 2019","Bus","29","Weekday",1,5,"271.6200000000","High","APC Composite Day"
"Fall 2019","Bus","29","Weekday",1,0,"33.4000000000","High","APC Composite Day"
"Fall 2019","Bus","30","Weekday",0,2,"90.1600000000","High","APC Composite Day"
"Fall 2019","Bus","30","Weekday",0,1,"67.7700000000","High","APC Composite Day"
"Fall 2019","Bus","30","Weekday",0,6,"215.9500000000","High","APC Composite Day"
"Fall 2019","Bus","30","Weekday",0,7,"61.3800000000","High","APC Composite Day"
"Fall 2019","Bus","30","Weekday",0,3,"164.4000000000","High","APC Composite Day"
"Fall 2019","Bus","30","Weekday",0,4,"214.4400000000","High","APC Composite Day"
"Fall 2019","Bus","30","Weekday",0,8,"10.8000000000","High","APC Composite Day"
"Fall 2019","Bus","30","Weekday",0,5,"301.6800000000","High","APC Composite Day"
"Fall 2019","Bus","30","Weekday",0,0,"13.4000000000","High","APC Composite Day"
"Fall 2019","Bus","30","Weekday",1,2,"232.7000000000","High","APC Composite Day"
"Fall 2019","Bus","30","Weekday",1,1,"154.5300000000","High","APC Composite Day"
"Fall 2019","Bus","30","Weekday",1,6,"79.1400000000","High","APC Composite Day"
"Fall 2019","Bus","30","Weekday",1,7,"20.6400000000","High","APC Composite Day"
"Fall 2019","Bus","30","Weekday",1,3,"210.6000000000","High","APC Composite Day"
"Fall 2019","Bus","30","Weekday",1,4,"185.5200000000","High","APC Composite Day"
"Fall 2019","Bus","30","Weekday",1,8,"3.5000000000","High","APC Composite Day"
"Fall 2019","Bus","30","Weekday",1,5,"147.5400000000","High","APC Composite Day"
"Fall 2019","Bus","30","Weekday",1,0,"98.6000000000","High","APC Composite Day"
"Fall 2019","Bus","31","Weekday",0,2,"269.4500000000","High","APC Composite Day"
"Fall 2019","Bus","31","Weekday",0,1,"113.2800000000","High","APC Composite Day"
"Fall 2019","Bus","31","Weekday",0,6,"476.0800000000","High","APC Composite Day"
"Fall 2019","Bus","31","Weekday",0,7,"147.7600000000","High","APC Composite Day"
"Fall 2019","Bus","31","Weekday",0,3,"506.1000000000","High","APC Composite Day"
"Fall 2019","Bus","31","Weekday",0,4,"551.7600000000","High","APC Composite Day"
"Fall 2019","Bus","31","Weekday",0,8,"41.7600000000","High","APC Composite Day"
"Fall 2019","Bus","31","Weekday",0,5,"658.4400000000","High","APC Composite Day"
"Fall 2019","Bus","31","Weekday",0,0,"23.5000000000","High","APC Composite Day"
"Fall 2019","Bus","31","Weekday",1,2,"550.8800000000","High","APC Composite Day"
"Fall 2019","Bus","31","Weekday",1,1,"359.2800000000","High","APC Composite Day"
"Fall 2019","Bus","31","Weekday",1,6,"209.0000000000","High","APC Composite Day"
"Fall 2019","Bus","31","Weekday",1,7,"45.4400000000","High","APC Composite Day"
"Fall 2019","Bus","31","Weekday",1,3,"629.0000000000","High","APC Composite Day"
"Fall 2019","Bus","31","Weekday",1,4,"406.7900000000","High","APC Composite Day"
"Fall 2019","Bus","31","Weekday",1,8,"8.8200000000","High","APC Composite Day"
"Fall 2019","Bus","31","Weekday",1,5,"382.2800000000","High","APC Composite Day"
"Fall 2019","Bus","31","Weekday",1,0,"226.5000000000","High","APC Composite Day"
"Fall 2019","Bus","32","Weekday",0,2,"799.3500000000","High","APC Composite Day"
"Fall 2019","Bus","32","Weekday",0,1,"248.1200000000","High","APC Composite Day"
"Fall 2019","Bus","32","Weekday",0,6,"789.4000000000","High","APC Composite Day"
"Fall 2019","Bus","32","Weekday",0,7,"221.8200000000","High","APC Composite Day"
"Fall 2019","Bus","32","Weekday",0,3,"676.0800000000","High","APC Composite Day"
"Fall 2019","Bus","32","Weekday",0,4,"1012.5600000000","High","APC Composite Day"
"Fall 2019","Bus","32","Weekday",0,8,"62.5500000000","High","APC Composite Day"
"Fall 2019","Bus","32","Weekday",0,5,"1299.9000000000","High","APC Composite Day"
"Fall 2019","Bus","32","Weekday",0,0,"42.7800000000","High","APC Composite Day"
"Fall 2019","Bus","32","Weekday",1,2,"1020.1100000000","High","APC Composite Day"
"Fall 2019","Bus","32","Weekday",1,1,"705.6900000000","High","APC Composite Day"
"Fall 2019","Bus","32","Weekday",1,6,"291.5800000000","High","APC Composite Day"
"Fall 2019","Bus","32","Weekday",1,7,"72.6600000000","High","APC Composite Day"
"Fall 2019","Bus","32","Weekday",1,3,"956.3800000000","High","APC Composite Day"
"Fall 2019","Bus","32","Weekday",1,4,"933.3200000000","High","APC Composite Day"
"Fall 2019","Bus","32","Weekday",1,8,"11.0000000000","High","APC Composite Day"
"Fall 2019","Bus","32","Weekday",1,5,"649.0500000000","High","APC Composite Day"
"Fall 2019","Bus","32","Weekday",1,0,"369.8800000000","High","APC Composite Day"
"Fall 2019","Bus","33","Weekday",0,2,"149.1400000000","High","APC Composite Day"
"Fall 2019","Bus","33","Weekday",0,1,"75.8000000000","High","APC Composite Day"
"Fall 2019","Bus","33","Weekday",0,6,"47.1000000000","High","APC Composite Day"
